16056289077,2,0.242546,-0.403784,4.3047,2,0.250668,-0.0887107,4.30512,2,0.258985,0.220686,4.29014,2,0.276089,0.355539,4.28012,2,0.092769,0.109825,4.30145,2,0.0266724,-0.131192,4.31862,2,0.0243548,-0.352722,4.2295,2,0.0347963,-0.401748,4.22164,2,0.40928,0.100285,4.30278,2,0.452827,-0.15607,4.33134,2,0.477108,-0.351065,4.23655,2,0.459487,-0.413348,4.21517,2,0.16943,-0.398643,4.26896,2,0.143241,-0.728084,4.30499,2,0.129875,-1.04923,4.32095,2,0.123871,-1.12667,4.24739,2,0.311474,-0.401661,4.26541,2,0.308619,-0.745245,4.28687,2,0.292268,-1.07329,4.33156,2,0.294771,-1.15181,4.26105,2,0.257047,0.143986,4.29661,2,0.0196213,-0.466301,4.20622,2,0.0707842,-0.409379,4.21118,2,0.456654,-0.468439,4.20389,2,0.471996,-0.403347,4.179
16056618197,2,0.242611,-0.403705,4.30468,2,0.250782,-0.0887178,4.30466,2,0.258963,0.220571,4.2893,2,0.276,0.355411,4.27971,2,0.0927583,0.110425,4.30094,2,0.026632,-0.131171,4.31861,2,0.0243734,-0.352807,4.22939,2,0.0338111,-0.39841,4.22222,2,0.409485,0.100263,4.30212,2,0.453282,-0.15575,4.33157,2,0.476989,-0.350982,4.23704,2,0.459306,-0.414244,4.22024,2,0.169442,-0.398604,4.26896,2,0.143951,-0.729167,4.30518,2,0.130736,-1.05013,4.3216,2,0.123621,-1.12716,4.24718,2,0.31162,-0.401544,4.26535,2,0.308363,-0.745043,4.28685,2,0.292252,-1.07607,4.33179,2,0.293112,-1.15399,4.25955,2,0.25707,0.143897,4.29581,2,0.0162043,-0.466218,4.2184,2,0.0738312,-0.405912,4.20507,2,0.455159,-0.469787,4.19039,2,0.481904,-0.393516,4.19192
16056948229,2,0.242528,-0.403628,4.30487,2,0.250676,-0.0887902,4.3045,2,0.258577,0.220253,4.28855,2,0.27667,0.354602,4.27579,2,0.0931442,0.110875,4.29972,2,0.0266377,-0.13129,4.31859,2,0.0245377,-0.353113,4.22956,2,0.0345312,-0.405801,4.22202,2,0.409674,0.100193,4.3016,2,0.453326,-0.155627,4.33169,2,0.476803,-0.351025,4.23733,2,0.462348,-0.416414,4.2231,2,0.169348,-0.398272,4.269,2,0.143906,-0.728708,4.30578,2,0.130538,-1.05092,4.32094,2,0.122207,-1.12814,4.24704,2,0.311453,-0.401754,4.26592,2,0.308248,-0.745135,4.28713,2,0.291043,-1.08029,4.33319,2,0.295823,-1.15767,4.2602,2,0.256761,0.143646,4.2952,2,0.0225092,-0.477961,4.20772,2,0.0708576,-0.420188,4.20844,2,0.462319,-0.46836,4.20339,2,0.485524,-0.411247,4.19213
16057289111,2,0.242563,-0.403848,4.30527,2,0.25048,-0.0892483,4.3041,2,0.257609,0.219244,4.28666,2,0.276805,0.354199,4.26954,2,0.0940409,0.109635,4.29553,2,0.0266898,-0.130117,4.31851,2,0.0242949,-0.352977,4.22971,2,0.0357578,-0.402189,4.22543,2,0.40999,0.100198,4.30018,2,0.453661,-0.155947,4.33086,2,0.47678,-0.351545,4.23675,2,0.460695,-0.416292,4.21989,2,0.169339,-0.3983,4.26909,2,0.141836,-0.723701,4.30463,2,0.130364,-1.05054,4.32094,2,0.122334,-1.12794,4.24729,2,0.311597,-0.40236,4.2668,2,0.308256,-0.745017,4.28711,2,0.291229,-1.07901,4.33309,2,0.297247,-1.15594,4.25921,2,0.25603,0.14277,4.29372,2,0.0189359,-0.470033,4.22005,2,0.0730592,-0.405112,4.21079,2,0.462019,-0.468704,4.21377,2,0.481858,-0.403502,4.18952
16057618309,2,0.242631,-0.4038,4.30531,2,0.250721,-0.0888318,4.30257,2,0.257909,0.220763,4.28211,2,0.276836,0.355014,4.26824,2,0.0940006,0.109929,4.29537,2,0.0265065,-0.130131,4.3181,2,0.0242219,-0.352508,4.23044,2,0.03566,-0.402094,4.22601,2,0.410677,0.100192,4.29906,2,0.453764,-0.155955,4.3308,2,0.476652,-0.351532,4.23644,2,0.458964,-0.41398,4.21685,2,0.169379,-0.398268,4.26909,2,0.144051,-0.731199,4.30852,2,0.129831,-1.05081,4.32046,2,0.119102,-1.12814,4.24717,2,0.311703,-0.40229,4.2669,2,0.308101,-0.744134,4.28758,2,0.291699,-1.07793,4.33363,2,0.29725,-1.15496,4.25973,2,0.256317,0.143966,4.28994,2,0.0158001,-0.467984,4.21273,2,0.0701795,-0.410107,4.21123,2,0.462723,-0.468474,4.21536,2,0.483286,-0.406669,4.17985
16057948288,2,0.24298,-0.404416,4.30628,2,0.250938,-0.0891579,4.3021,2,0.258252,0.220517,4.28002,2,0.277595,0.354091,4.26417,2,0.0940708,0.109865,4.2947,2,0.0267006,-0.131379,4.31809,2,0.0241794,-0.352477,4.23047,2,0.033717,-0.401736,4.22532,2,0.411648,0.0993216,4.29688,2,0.454717,-0.157216,4.32981,2,0.477309,-0.353574,4.23711,2,0.463408,-0.41441,4.22195,2,0.169778,-0.39897,4.27079,2,0.144232,-0.7314,4.30864,2,0.130476,-1.0508,4.32051,2,0.119947,-1.12813,4.24706,2,0.311982,-0.402795,4.26728,2,0.309569,-0.745089,4.28812,2,0.292208,-1.07633,4.33417,2,0.295328,-1.15386,4.26084,2,0.25663,0.143669,4.28829,2,0.0196496,-0.467101,4.21348,2,0.0680944,-0.406667,4.21596,2,0.463973,-0.468753,4.21583,2,0.483405,-0.404815,4.1935
16058288932,2,0.243354,-0.404876,4.30624,2,0.250982,-0.0899061,4.30103,2,0.257656,0.219748,4.2785,2,0.277691,0.352486,4.25897,2,0.094676,0.109024,4.28895,2,0.0267842,-0.131464,4.31533,2,0.0244431,-0.352311,4.2302,2,0.0354055,-0.400122,4.21995,2,0.41247,0.0984957,4.29205,2,0.455349,-0.157862,4.32683,2,0.477465,-0.355149,4.23613,2,0.463705,-0.416587,4.21912,2,0.170006,-0.39962,4.27025,2,0.144989,-0.734987,4.30903,2,0.131878,-1.05061,4.32059,2,0.119389,-1.12773,4.24705,2,0.312667,-0.403272,4.26764,2,0.310001,-0.744498,4.28793,2,0.291137,-1.07428,4.33291,2,0.295234,-1.15271,4.2617,2,0.256196,0.142902,4.28681,2,0.0196497,-0.470121,4.21473,2,0.0695073,-0.408542,4.20882,2,0.459405,-0.472353,4.20825,2,0.480522,-0.407766,4.17767
16058618102,2,0.243463,-0.405646,4.30723,2,0.251222,-0.0902379,4.30056,2,0.258461,0.219655,4.27621,2,0.278075,0.353809,4.25209,2,0.0960312,0.109113,4.28623,2,0.0274794,-0.128532,4.31283,2,0.0240457,-0.350717,4.23041,2,0.0351163,-0.398866,4.22248,2,0.413337,0.098978,4.29091,2,0.456322,-0.157365,4.32666,2,0.477236,-0.355089,4.23659,2,0.465588,-0.413774,4.21943,2,0.169985,-0.400814,4.27167,2,0.144874,-0.733765,4.30989,2,0.131145,-1.0502,4.3212,2,0.119429,-1.12669,4.24595,2,0.312813,-0.403648,4.26817,2,0.310082,-0.744728,4.28783,2,0.290849,-1.07724,4.33184,2,0.294807,-1.15559,4.26039,2,0.256824,0.142708,4.28505,2,0.0216663,-0.46941,4.22307,2,0.0707549,-0.405525,4.21219,2,0.463413,-0.468219,4.21625,2,0.482986,-0.410302,4.18104
16058948150,2,0.244841,-0.40717,4.30911,2,0.251938,-0.0911113,4.29987,2,0.259125,0.218782,4.27314,2,0.278378,0.352071,4.24906,2,0.0960775,0.109686,4.28567,2,0.0273696,-0.129371,4.31301,2,0.0245775,-0.350771,4.23103,2,0.032992,-0.401209,4.22178,2,0.414351,0.0995787,4.28997,2,0.456998,-0.157629,4.32655,2,0.478109,-0.355825,4.23758,2,0.465858,-0.420004,4.22445,2,0.17164,-0.40458,4.27402,2,0.144429,-0.728978,4.31119,2,0.130541,-1.04936,4.32056,2,0.119489,-1.12641,4.24623,2,0.314028,-0.403717,4.26973,2,0.309573,-0.744945,4.28881,2,0.290058,-1.08109,4.33203,2,0.296711,-1.15869,4.25932,2,0.257523,0.141833,4.28266,2,0.0196547,-0.467156,4.21398,2,0.0702129,-0.409511,4.21122,2,0.46406,-0.472414,4.20885,2,0.485606,-0.425373,4.19408
16059289086,2,0.244956,-0.407988,4.31003,2,0.252417,-0.0916057,4.29939,2,0.260322,0.218583,4.27125,2,0.278783,0.349847,4.24807,2,0.0974676,0.109401,4.28266,2,0.0278689,-0.130323,4.31182,2,0.0240624,-0.346738,4.23227,2,0.0339576,-0.40183,4.2256,2,0.415342,0.0993606,4.28927,2,0.457723,-0.157692,4.32588,2,0.482784,-0.355535,4.2371,2,0.470971,-0.416457,4.21946,2,0.171441,-0.405837,4.27488,2,0.145211,-0.727625,4.3117,2,0.129682,-1.04773,4.32064,2,0.120888,-1.12552,4.24731,2,0.314355,-0.404009,4.2706,2,0.309788,-0.745875,4.28904,2,0.2908,-1.0817,4.33271,2,0.29268,-1.15972,4.26003,2,0.258514,0.141533,4.28111,2,0.0254426,-0.464523,4.21623,2,0.0705851,-0.406668,4.21381,2,0.462111,-0.4739,4.20165,2,0.484476,-0.404336,4.19539
